"Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP","make","MSRP2","id"
"BMW","3 Series Gran Turismo",2017,"premium",320,6,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",30,20,69.1092973740241,62559,"Luxury",0.0632306360528923,53
"BMW","3 Series Gran Turismo",2017,"premium",248,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",33,23,69.1092973740241,55377,"Luxury",0.0651879980475684,54
"BMW","3 Series",2015,"premium",241,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",33,22,69.1092973740241,54535,"Luxury",0.0654381737650263,55
"BMW","3 Series",2015,"premium",335,6,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",33,25,69.1092973740241,65195,"Luxury",0.0625815661640127,56
"BMW","3 Series",2015,"premium",240,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",35,23,69.1092973740241,48750,"Luxury",0.067298648846603,57
"BMW","3 Series",2015,"premium",300,6,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",32,21,69.1092973740241,56875,"Luxury",0.0647544542629129,58
"BMW","3 Series",2015,"diesel",180,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",45,32,69.1092973740241,50700,"Luxury",0.0666419981456384,59
"BMW","3 Series",2015,"premium",240,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",33,22,69.1092973740241,51350,"Luxury",0.066430097218105,60
"BMW","3 Series",2015,"premium",240,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",33,22,69.1092973740241,51350,"Luxury",0.066430097218105,61
"BMW","3 Series",2015,"premium",180,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",35,23,69.1092973740241,45435,"Luxury",0.0684939743667286,62
"BMW","3 Series",2015,"premium",300,6,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",30,20,69.1092973740241,59475,"Luxury",0.0640348486413738,63
"BMW","3 Series",2015,"diesel",180,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",43,31,69.1092973740241,56485,"Luxury",0.0648659401062135,64
"BMW","3 Series",2015,"premium",240,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",35,23,69.1092973740241,48750,"Luxury",0.067298648846603,65
"BMW","3 Series",2015,"diesel",180,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",43,31,69.1092973740241,53300,"Luxury",0.0658139864940736,66
"BMW","3 Series",2015,"premium",180,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",36,24,69.1092973740241,42835,"Luxury",0.0695104831497162,67
"BMW","3 Series",2016,"diesel",180,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",40,30,69.1092973740241,53568,"Luxury",0.0657315149785609,68
"BMW","3 Series",2016,"premium",320,6,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",33,22,69.1092973740241,61184,"Luxury",0.0635829294776294,69
"BMW","3 Series",2016,"diesel",180,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",42,32,69.1092973740241,51008,"Luxury",0.0665411689752956,70
"BMW","3 Series",2016,"premium",240,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",34,22,69.1092973740241,49088,"Luxury",0.067182500729083,71
"BMW","3 Series",2016,"premium",240,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",34,22,69.1092973740241,51648,"Luxury",0.0663340666536039,72
"BMW","3 Series",2016,"premium",240,4,"MANUAL","rear wheel drive","4","Midsize","Sedan",34,22,69.1092973740241,49088,"Luxury",0.067182500729083,73
"BMW","3 Series",2016,"premium",240,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",34,22,69.1092973740241,54592,"Luxury",0.0654210859259985,74
"BMW","3 Series",2016,"premium",180,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",36,24,69.1092973740241,42432,"Luxury",0.0696749433701159,75
"BMW","3 Series",2016,"premium",180,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",35,23,69.1092973740241,44992,"Luxury",0.0686619566428853,76
"BMW","3 Series",2016,"diesel",180,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",40,30,69.1092973740241,56512,"Luxury",0.0648581908925188,77
"BMW","3 Series",2016,"premium",320,6,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",33,22,69.1092973740241,58624,"Luxury",0.064265980525036,78
"BMW","3 Series",2017,"premium",248,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",34,23,69.1092973740241,48825,"Luxury",0.0672727896107646,79
"BMW","3 Series",2017,"premium",180,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",34,23,69.1092973740241,44667,"Luxury",0.068786514513678,80
"BMW","3 Series",2017,"premium",180,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",35,23,69.1092973740241,42147,"Luxury",0.0697924321766413,81
"BMW","3 Series",2017,"premium",248,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",33,23,69.1092973740241,51345,"Luxury",0.0664317144074974,82
"BMW","3 Series",2017,"diesel",180,4,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",40,30,69.1092973740241,53235,"Luxury",0.0658340670414882,83
"BMW","3 Series",2017,"premium",248,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",33,23,69.1092973740241,54117,"Luxury",0.0655641706017544,84
"BMW","3 Series",2017,"diesel",180,4,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",42,32,69.1092973740241,50715,"Luxury",0.0666370699150153,85
"BMW","3 Series",2017,"premium",320,6,"AUTOMATIC","four wheel drive","4","Midsize","Sedan",31,21,69.1092973740241,62874,"Luxury",0.0631512901367278,86
"BMW","3 Series",2017,"premium",320,6,"AUTOMATIC","rear wheel drive","4","Midsize","Sedan",32,21,69.1092973740241,60354,"Luxury",0.063800412311435,87
"BMW","3 Series",2017,"diesel",180,4,"AUTOMATIC","four wheel drive","4","Midsize","SUV",40,30,69.1092973740241,56007,"Luxury",0.0650039013267341,88
"Chrysler","300",2015,"regular",300,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,48841,"mainstream",0.0672672793996312,89
"Chrysler","300",2015,"regular",292,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,19,17.6011355571327,41203.5,"mainstream",0.0701885826987595,90
"Chrysler","300",2015,"regular",292,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,19,17.6011355571327,49491,"mainstream",0.0670453161038088,91
"Chrysler","300",2015,"regular",292,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,58363.5,"mainstream",0.0643375720997095,92
"Chrysler","300",2015,"regular",300,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,19,17.6011355571327,45591,"mainstream",0.0684353070971726,93
"Chrysler","300",2015,"regular",292,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,19,17.6011355571327,55113.5,"mainstream",0.0652657753913114,94
"Chrysler","300",2015,"regular",292,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,44453.5,"mainstream",0.0688689576553146,95
"Chrysler","300",2015,"regular",292,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,52741,"mainstream",0.0659876876466378,96
"Chrysler","300",2016,"regular",300,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,48761.6,"mainstream",0.067294646035072,97
"Chrysler","300",2016,"regular",300,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,19,17.6011355571327,45561.6,"mainstream",0.0684463444144989,98
"Chrysler","300",2016,"regular",292,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,57843.2,"mainstream",0.0644817658540865,99
"Chrysler","300",2016,"regular",292,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,19,17.6011355571327,41292.8,"mainstream",0.0701506043470269,100
"Chrysler","300",2016,"regular",292,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,48326.4,"mainstream",0.0674456413725067,101
"Chrysler","300",2016,"regular",292,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,52550.4,"mainstream",0.0660474406778188,102
"Chrysler","300",2016,"regular",300,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,19,17.6011355571327,46195.2,"mainstream",0.0682104299578665,103
"Chrysler","300",2016,"regular",292,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,19,17.6011355571327,54643.2,"mainstream",0.0654057558520871,104
"Chrysler","300",2016,"regular",292,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,19,17.6011355571327,49350.4,"mainstream",0.0670930184374517,105
"Chrysler","300",2016,"regular",292,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",31,19,17.6011355571327,45126.4,"mainstream",0.0686107754523153,106
"Chrysler","300",2016,"regular",300,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,49395.2,"mainstream",0.0670778004098358,107
"Chrysler","300",2016,"regular",292,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,44492.8,"mainstream",0.0688537448175199,108
"Chrysler","300",2017,"regular",292,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,51830.1,"mainstream",0.0662757251628445,109
"Chrysler","300",2017,"regular",292,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,57040.2,"mainstream",0.0647075177438367,110
"Chrysler","300",2017,"regular",300,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,48724.2,"mainstream",0.0673075559219087,111
"Chrysler","300",2017,"regular",292,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,19,17.6011355571327,48680.1,"mainstream",0.0673227944658756,112
"Chrysler","300",2017,"regular",300,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,19,17.6011355571327,45574.2,"mainstream",0.0684416130458318,113
"Chrysler","300",2017,"regular",300,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,48100.5,"mainstream",0.0675246905026338,114
"Chrysler","300",2017,"regular",292,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,19,17.6011355571327,40748.4,"mainstream",0.0703837431588465,115
"Chrysler","300",2017,"regular",292,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,19,17.6011355571327,53890.2,"mainstream",0.065633044643066,116
"Chrysler","300",2017,"regular",292,6,"AUTOMATIC","four wheel drive","4","Large","Sedan",27,18,17.6011355571327,43898.4,"mainstream",0.0690856466725506,117
"Chrysler","300",2017,"regular",300,6,"AUTOMATIC","rear wheel drive","4","Large","Sedan",30,19,17.6011355571327,44950.5,"mainstream",0.068677798987266,118
"Nissan","370Z",2015,"premium",350,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,60827,"mainstream",0.0636760185556545,119
"Nissan","370Z",2015,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",24,17,35.2732434350603,62530,"mainstream",0.0632379660130038,120
"Nissan","370Z",2015,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,38987,"mainstream",0.0711655885659417,121
"Nissan","370Z",2015,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",25,18,35.2732434350603,54366,"mainstream",0.06548896922103,122
"Nissan","370Z",2015,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,40677,"mainstream",0.0704146088492483,123
"Nissan","370Z",2015,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,45331,"mainstream",0.0685332259440787,124
"Nissan","370Z",2015,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,43641,"mainstream",0.0691872910473466,125
"Nissan","370Z",2015,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",25,18,35.2732434350603,60541,"mainstream",0.0637510882111175,126
"Nissan","370Z",2015,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,49361,"mainstream",0.0670894161842871,127
"Nissan","370Z",2015,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,48191,"mainstream",0.0674929662556608,128
"Nissan","370Z",2015,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",25,18,35.2732434350603,64220,"mainstream",0.062817756923842,129
"Nissan","370Z",2015,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",24,17,35.2732434350603,58851,"mainstream",0.0642039190199819,130
"Nissan","370Z",2015,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,51051,"mainstream",0.0665271527245227,131
"Nissan","370Z",2015,"premium",350,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,59137,"mainstream",0.0641261516461778,132
"Nissan","370Z",2015,"premium",350,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,54587,"mainstream",0.0654225839667158,133
"Nissan","370Z",2015,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,49881,"mainstream",0.0669138798393397,134
"Nissan","370Z",2015,"premium",350,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,56277,"mainstream",0.0649257934018162,135
"Nissan","370Z",2016,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",25,18,35.2732434350603,53529.6,"mainstream",0.0657433001005007,136
"Nissan","370Z",2016,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",24,17,35.2732434350603,61568,"mainstream",0.0634835549679581,137
"Nissan","370Z",2016,"premium",350,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,55411.2,"mainstream",0.0651779371495745,138
"Nissan","370Z",2016,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,50265.6,"mainstream",0.0667855154604517,139
"Nissan","370Z",2016,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,44633.6,"mainstream",0.0687993794022053,140
"Nissan","370Z",2016,"premium",350,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,53747.2,"mainstream",0.0656766570345228,141
"Nissan","370Z",2016,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,49113.6,"mainstream",0.0671737444564006,142
"Nissan","370Z",2016,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",24,17,35.2732434350603,57945.6,"mainstream",0.0644532593193339,143
"Nissan","370Z",2016,"premium",350,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,58227.2,"mainstream",0.0643751899306285,144
"Nissan","370Z",2016,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,38387.2,"mainstream",0.0714419649838838,145
"Nissan","370Z",2016,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",25,18,35.2732434350603,59609.6,"mainstream",0.0639986699111322,146
"Nissan","370Z",2016,"premium",350,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,59891.2,"mainstream",0.0639233087175411,147
"Nissan","370Z",2016,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",25,18,35.2732434350603,63232,"mainstream",0.0630617139681329,148
"Nissan","370Z",2016,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,47449.6,"mainstream",0.0677550797943234,149
"Nissan","370Z",2016,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,40051.2,"mainstream",0.0706880687862306,150
"Nissan","370Z",2016,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,48601.6,"mainstream",0.0673499625087184,151
"Nissan","370Z",2016,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,42969.6,"mainstream",0.0694559846119206,152
"Nissan","370Z",2017,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,47842.2,"mainstream",0.0676156479921002,153
"Nissan","370Z",2017,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,48346.2,"mainstream",0.0674387347860412,154
"Nissan","370Z",2017,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,43936.2,"mainstream",0.0690707826174703,155
"Nissan","370Z",2017,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,37787.4,"mainstream",0.0717237928022443,156
"Nissan","370Z",2017,"premium",350,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,57317.4,"mainstream",0.0646291403831221,157
"Nissan","370Z",2017,"premium",350,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,52907.4,"mainstream",0.0659357415792078,158
"Nissan","370Z",2017,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",24,17,35.2732434350603,57040.2,"mainstream",0.0647075177438367,159
"Nissan","370Z",2017,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,42298.2,"mainstream",0.069729978036089,160
"Nissan","370Z",2017,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",24,17,35.2732434350603,60606,"mainstream",0.063733988054484,161
"Nissan","370Z",2017,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",26,19,35.2732434350603,49480.2,"mainstream",0.0670489742850311,162
"Nissan","370Z",2017,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",25,18,35.2732434350603,58678.2,"mainstream",0.0642511350487176,163
"Nissan","370Z",2017,"premium",332,6,"AUTOMATIC","rear wheel drive","2","Compact","Sports_Cars",25,18,35.2732434350603,62244,"mainstream",0.0633104829552922,164
"Nissan","370Z",2017,"premium",332,6,"MANUAL","rear wheel drive","2","Compact","Sports_Cars",26,18,35.2732434350603,46708.2,"mainstream",0.0680223634045318,165
